title,price,sid,linkwithprice,desc,categoryId,productid
Brötje EcoTherm Plus WGB-K 20 E,4320.0,9701,/preisvergleich/Relocate/472931495.html?categoryId=18406&pos=2&price=4320.0&productid=1369480&sid=9701&type=offer, ,18406,1369480
Viessmann Vitodens 333-F (19 kW),3676.56,297223,/preisvergleich/Relocate/436147409.html?categoryId=18406&pos=2&price=3676.56&productid=1262301&sid=297223&type=offer," VIESS­MANN B3TA008 Paket: Vi­to­dens 333-F 1,9-19, 0kW, mit Vi­to­tro­nic 200 ATS lgb",18406,1262301
Viessmann Vitodens 200-W (19 kW),1950.0,289859,/preisvergleich/Relocate/481827087.html?categoryId=18406&pos=2&price=1950.0&productid=1064527&sid=289859&type=offer," Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 19 kW, VT100, HE ohne Ab­gas­pa­ket, ohne, ohne Viess­mann",18406,1064527
Viessmann Vitodens 333-F (19 kW),3676.56,297223,/preisvergleich/Relocate/436146757.html?categoryId=18406&pos=3&price=3676.56&productid=1262301&sid=297223&type=offer," VIESS­MANN B3TA011 Paket: Vi­to­dens 333-F 1,9-19, 0kW, mit Vi­to­tro­nic 200 ATS lgb",18406,1262301
"Vaillant ecoTEC plus VCW 206/5-5 Erdgas E/H (20,6 kW)",1885.0,223861,/preisvergleich/Relocate/509371747.html?categoryId=18406&pos=1&price=1885.0&productid=4673707&sid=223861&type=offer, Vail­lant VCW 206 Gas-Kom­bither­me Brenn­wert-Ko­mither­me Gasther­me Therme Hei­zung,18406,4673707
"Junkers CerapurModul ZBS 14/100 S-3 MA 23 Erdgas E/H (14,2 kW)",2419.0,289859,/preisvergleich/Relocate/481830374.html?categoryId=18406&pos=1&price=2419.0&productid=3127825&sid=289859&type=offer," Jun­kers Ce­ra­pur­Mo­dul ZBS 14-100 S-3 MA 23 Gas-Brenn­wert­ther­me, E / H ohne Re­ge­lung, ohne Ab­gas­pa­ket, ohne Zu­be­hör Jun­kers",18406,3127825
Viessmann Vitodens 200-W (19 kW),2012.0,9701,/preisvergleich/Relocate/362636096.html?categoryId=18406&pos=3&price=2012.0&productid=1064527&sid=9701&type=offer, ,18406,1064527
Viessmann Vitodens 333-F (19 kW),3810.0,289859,/preisvergleich/Relocate/481781276.html?categoryId=18406&pos=4&price=3810.0&productid=1262301&sid=289859&type=offer," Viess­mann Vi­to­dens 333-F Brenn­wert­ther­me, 19 kW, B3TA011, VT200 RF Auf­putz l/r Viess­mann",18406,1262301
"Vaillant ecoTEC plus VCW 206/5-5 Erdgas E/H (20,6 kW)",1885.0,9701,/preisvergleich/Relocate/509376930.html?categoryId=18406&pos=2&price=1885.0&productid=4673707&sid=9701&type=offer, ,18406,4673707
"Junkers CerapurModul ZBS 14/100 S-3 MA 23 Erdgas E/H (14,2 kW)",2580.0,9701,/preisvergleich/Relocate/357636505.html?categoryId=18406&pos=2&price=2580.0&productid=3127825&sid=9701&type=offer, ,18406,3127825
Viessmann Vitodens 200-W (19 kW),2022.5,288366,/preisvergleich/Relocate/306412998.html?categoryId=18406&pos=4&price=2022.5&productid=1064527&sid=288366&type=offer," Viess­mann Vi­to­dens 200-W Typ B2HA inkl. Vi­to­tro­nic 200 ""3,2 - 19 kW""",18406,1064527
"Weishaupt Thermo Condens WTC 25-A (25,2 kW)",2372.16,276812,/preisvergleich/Relocate/387842771.html?categoryId=18406&pos=1&price=2372.16&productid=2654397&sid=276812&type=offer, Weis­haupt Brenn­wert­ge­rät WTC-A-H-O 15 bis 60 kW WTC 25-A H-O,18406,2654397
Viessmann Vitodens 333-F (19 kW),3810.0,289859,/preisvergleich/Relocate/481804512.html?categoryId=18406&pos=5&price=3810.0&productid=1262301&sid=289859&type=offer," Viess­mann Vi­to­dens 333-F Brenn­wert­ther­me, 19 kW, B3TA008, VT200 RF Auf­putz oben Viess­mann",18406,1262301
Junkers CerapurModul ZBS 14/100 S-3 MA (14 kW),2419.0,289859,/preisvergleich/Relocate/481830374.html?categoryId=18406&pos=1&price=2419.0&productid=3127121&sid=289859&type=offer," Jun­kers Ce­ra­pur­Mo­dul ZBS 14-100 S-3 MA 23 Gas-Brenn­wert­ther­me, E / H ohne Re­ge­lung, ohne Ab­gas­pa­ket, ohne Zu­be­hör Jun­kers",18406,3127121
"Vaillant ecoTEC plus VCW 206/5-5 Erdgas E/H (20,6 kW)",2290.0,9701,/preisvergleich/Relocate/513097146.html?categoryId=18406&pos=3&price=2290.0&productid=4673707&sid=9701&type=offer, ,18406,4673707
"Junkers CerapurModul ZBS 14/100 S-3 MA 23 Erdgas E/H (14,2 kW)",2699.0,9701,/preisvergleich/Relocate/260331802.html?categoryId=18406&pos=3&price=2699.0&productid=3127825&sid=9701&type=offer, ,18406,3127825
Viessmann Vitodens 200-W (19 kW),2035.0,9701,/preisvergleich/Relocate/440781325.html?categoryId=18406&pos=5&price=2035.0&productid=1064527&sid=9701&type=offer, ,18406,1064527
"Weishaupt Thermo Condens WTC 25-A (25,2 kW)",2402.54,276812,/preisvergleich/Relocate/387842886.html?categoryId=18406&pos=2&price=2402.54&productid=2654397&sid=276812&type=offer," Weis­haupt Thermo Con­dens WTC-A-H 15 bis 60 kW 7,5 - 25,2 kW, H - drei­stu­fig",18406,2654397
Viessmann Vitodens 333-F (19 kW),3817.0,297223,/preisvergleich/Relocate/436147312.html?categoryId=18406&pos=6&price=3817.0&productid=1262301&sid=297223&type=offer," VIESS­MANN B3TA002 Vi­to­dens 333-F 1,9-19, 0kW, Kom­pakt­ge­rät mit Vi­to­tro­nic 200 ATS lgb",18406,1262301
Junkers CerapurModul ZBS 14/100 S-3 MA (14 kW),2580.0,9701,/preisvergleich/Relocate/409106202.html?categoryId=18406&pos=2&price=2580.0&productid=3127121&sid=9701&type=offer, ,18406,3127121
"Vaillant ecoTEC plus VCW 206/5-5 Erdgas E/H (20,6 kW)",2845.29,279747,/preisvergleich/Relocate/517242293.html?categoryId=18406&pos=4&price=2845.29&productid=4673707&sid=279747&type=offer," Vail­lant ecoTEC plus VCW 206/5-5 0010011649 Wand­heiz­ge­rät mit Brenn­wert­tech­nik, Erdgas E",18406,4673707
Viessmann Vitodens 200-W (19 kW),2047.65,293331,/preisvergleich/Relocate/585082740.html?categoryId=18406&pos=6&price=2047.65&productid=1064527&sid=293331&type=offer, Viess­mann Vi­to­dens 200-W 19 kW Gas-Brenn­wert-Hei­zung Gasther­me Gas­kes­sel B2HA004,18406,1064527
Remeha Calora Tower Gas 15s,2149.0,9701,/preisvergleich/Relocate/591238795.html?categoryId=18406&pos=1&price=2149.0&productid=3738818&sid=9701&type=offer, ,18406,3738818
"Weishaupt Thermo Condens WTC 25-A (25,2 kW)",2405.0,9701,/preisvergleich/Relocate/409113782.html?categoryId=18406&pos=3&price=2405.0&productid=2654397&sid=9701&type=offer, ,18406,2654397
Viessmann Vitodens 333-F (19 kW),3894.68,297223,/preisvergleich/Relocate/436140989.html?categoryId=18406&pos=7&price=3894.68&productid=1262301&sid=297223&type=offer," VIESS­MANN B3TA005 Vi­to­dens 333-F 1,9-19, 0kW, Kom­pakt­ge­rät mit Vi­to­tro­nic 200 ATS Funk",18406,1262301
Junkers CerapurModul ZBS 14/100 S-3 MA (14 kW),2580.0,9701,/preisvergleich/Relocate/357636505.html?categoryId=18406&pos=3&price=2580.0&productid=3127121&sid=9701&type=offer, ,18406,3127121
Viessmann Vitodens 200-W (19 kW),2048.87,297223,/preisvergleich/Relocate/503505418.html?categoryId=18406&pos=7&price=2048.87&productid=1064527&sid=297223&type=offer," VIESS­MANN B2HA002 B2HA002 Vi­to­dens 200-W Gas-Brenn­wert-Wand­ge­rät 3,2-19, 0 kW mit Vi­to­tro­nic 100",18406,1064527
Remeha Calora Tower Gas 15s,2149.0,9701,/preisvergleich/Relocate/591239803.html?categoryId=18406&pos=2&price=2149.0&productid=3738818&sid=9701&type=offer, ,18406,3738818
Viessmann Vitodens 222-W (19 kW),2830.0,289859,/preisvergleich/Relocate/481792229.html?categoryId=18406&pos=1&price=2830.0&productid=1983604&sid=289859&type=offer," Viess­mann Vi­to­dens 222-W Kom­pakt-Brenn­wert­ther­me, 19 kW, VT100, HE ohne Ab­gas­pa­ket, ohne Viess­mann",18406,1983604
"Weishaupt Thermo Condens WTC 25-A (25,2 kW)",2476.44,276812,/preisvergleich/Relocate/387843064.html?categoryId=18406&pos=4&price=2476.44&productid=2654397&sid=276812&type=offer," Weis­haupt Brenn­wert­ge­rät Typ WTC-A 15 bis 32 kW 7,5 - 25,2 kW, H - drei­stu­fi­ge Pumpe",18406,2654397
Viessmann Vitodens 333-F (19 kW),4576.9,297223,/preisvergleich/Relocate/436141345.html?categoryId=18406&pos=8&price=4576.9&productid=1262301&sid=297223&type=offer," VIESS­MANN B3TA014 Paket: Vi­to­dens 333-F 1,9-19, 0kW, mit Vi­to­tro­nic 200 ATS lgb",18406,1262301
Viessmann Vitodens 200-W (19 kW),2065.0,289859,/preisvergleich/Relocate/481781381.html?categoryId=18406&pos=8&price=2065.0&productid=1064527&sid=289859&type=offer," Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 19 kW, VT100, HE ohne Ab­gas­pa­ket, für ne­ben­ge­stell­ten Spei­cher, ohne Viess­mann",18406,1064527
"Remeha Calenta 15 DS (15,8 kW)",2020.0,293350,/preisvergleich/Relocate/376068690.html?categoryId=18406&pos=1&price=2020.0&productid=2286153&sid=293350&type=offer, Remeha Ca­len­ta 15 DS Gas­brenn­wert Wand­ge­rät Gas­brenn­wert­kes­sel,18406,2286153
Remeha Calora Tower Gas 15s,2912.0,293350,/preisvergleich/Relocate/376068481.html?categoryId=18406&pos=3&price=2912.0&productid=3738818&sid=293350&type=offer, remeha Calora Tower GAS 15 S Gas­brenn­wert­ge­rät Gas­brenn­wert­kes­se,18406,3738818
Junkers Cerapur ZWB 30-4 C 23 Erdgas E/H (24 kW),1699.0,223861,/preisvergleich/Relocate/463226283.html?categoryId=18406&pos=1&price=1699.0&productid=3913650&sid=223861&type=offer, Jun­kers Gas­brenn­wert-Kom­bither­me Ce­ra­pur ZWB 30-4 C 24 kW Gas­kom­bither­me,18406,3913650
Viessmann Vitodens 222-W (19 kW),2973.86,294528,/preisvergleich/Relocate/559986320.html?categoryId=18406&pos=2&price=2973.86&productid=1983604&sid=294528&type=offer," Vi­to­dens 222-W 19 kW mit Vi­to­tro­nic 100 HC1B, hoch­ef­fi­zi­ent",18406,1983604
"Weishaupt Thermo Condens WTC 25-A (25,2 kW)",2579.0,9701,/preisvergleich/Relocate/435736477.html?categoryId=18406&pos=5&price=2579.0&productid=2654397&sid=9701&type=offer, ,18406,2654397
Viessmann Vitodens 333-F (19 kW),4695.0,289859,/preisvergleich/Relocate/481777193.html?categoryId=18406&pos=9&price=4695.0&productid=1262301&sid=289859&type=offer," Viess­mann Vi­to­dens 333-F Brenn­wert­ther­me, 19 kW, B3TA014, VT200 RF Auf­bau-Kit Viess­mann",18406,1262301
Viessmann Vitodens 200-W (19 kW),2090.0,289859,/preisvergleich/Relocate/481812352.html?categoryId=18406&pos=9&price=2090.0&productid=1064527&sid=289859&type=offer," Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 19 kW, VT100, HE ohne Ab­gas­pa­ket, für un­ter­ge­stell­ten Spei­cher, ohne Viess­mann",18406,1064527
"Remeha Calenta 15 DS (15,8 kW)",2085.0,9701,/preisvergleich/Relocate/482942827.html?categoryId=18406&pos=2&price=2085.0&productid=2286153&sid=9701&type=offer, ,18406,2286153
Buderus Logamax plus GB172-14 T,2678.5,9701,/preisvergleich/Relocate/514780997.html?categoryId=18406&pos=1&price=2678.5&productid=2920589&sid=9701&type=offer, ,18406,2920589
Junkers Cerapur ZWB 30-4 C 23 Erdgas E/H (24 kW),1699.0,9701,/preisvergleich/Relocate/435727202.html?categoryId=18406&pos=2&price=1699.0&productid=3913650&sid=9701&type=offer, ,18406,3913650
Viessmann Vitodens 222-W (19 kW),2995.0,289859,/preisvergleich/Relocate/481804427.html?categoryId=18406&pos=3&price=2995.0&productid=1983604&sid=289859&type=offer," Viess­mann Vi­to­dens 222-W Kom­pakt-Brenn­wert­ther­me, 19 kW, VT100, HE ohne Ab­gas­pa­ket, Auf­putz Viess­mann",18406,1983604
"Weishaupt Thermo Condens WTC 25-A (25,2 kW)",2698.96,276812,/preisvergleich/Relocate/387842434.html?categoryId=18406&pos=6&price=2698.96&productid=2654397&sid=276812&type=offer," Weis­haupt Thermo Con­dens WTC-A-H 15 bis 60 kW 7,5 - 25,2 kW, H-PEA - dreh­zahl­ge­re­gelt",18406,2654397
Viessmann Vitodens 333-F (19 kW),5763.0,9701,/preisvergleich/Relocate/580490493.html?categoryId=18406&pos=10&price=5763.0&productid=1262301&sid=9701&type=offer, ,18406,1262301
Viessmann Vitodens 200-W (19 kW),2095.0,289859,/preisvergleich/Relocate/481821417.html?categoryId=18406&pos=10&price=2095.0&productid=1064527&sid=289859&type=offer," Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 19 kW, VT100, HE ohne Ab­gas­pa­ket, ohne, Auf­putz Viess­mann",18406,1064527
"Remeha Calenta 15 DS (15,8 kW)",2089.0,9701,/preisvergleich/Relocate/540646277.html?categoryId=18406&pos=3&price=2089.0&productid=2286153&sid=9701&type=offer, ,18406,2286153
Buderus Logamax plus GB172-14 T,2678.51,9701,/preisvergleich/Relocate/514780902.html?categoryId=18406&pos=2&price=2678.51&productid=2920589&sid=9701&type=offer, ,18406,2920589
Junkers Cerapur ZWB 30-4 C 23 Erdgas E/H (24 kW),1699.0,9701,/preisvergleich/Relocate/435738538.html?categoryId=18406&pos=3&price=1699.0&productid=3913650&sid=9701&type=offer, ,18406,3913650
Viessmann Vitodens 222-W (19 kW),3000.0,289859,/preisvergleich/Relocate/481790929.html?categoryId=18406&pos=4&price=3000.0&productid=1983604&sid=289859&type=offer," Viess­mann Vi­to­dens 222-W Kom­pakt-Brenn­wert­ther­me, 19 kW, VT100, HE Abgas Schacht - 6m, ohne Viess­mann",18406,1983604
"Weishaupt Thermo Condens WTC 25-A (25,2 kW)",2772.03,276812,/preisvergleich/Relocate/387843063.html?categoryId=18406&pos=7&price=2772.03&productid=2654397&sid=276812&type=offer," Weis­haupt Brenn­wert­ge­rät Typ WTC-A 15 bis 32 kW 7,5 - 25,2 kW, H-PEA - dreh­zahl­ge­re­gel­te Pumpe",18406,2654397
Viessmann Vitodens 200-W (19 kW),2110.0,289859,/preisvergleich/Relocate/481828208.html?categoryId=18406&pos=11&price=2110.0&productid=1064527&sid=289859&type=offer," Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 19 kW, VT100, HE ohne Ab­gas­pa­ket, ohne, Un­ter­putz Viess­mann",18406,1064527
Brötje EcoTherm Plus WGB 20 E,3240.0,9701,/preisvergleich/Relocate/583710433.html?categoryId=18406&pos=1&price=3240.0&productid=3167587&sid=9701&type=offer, ,18406,3167587
"Vaillant ecoTEC plus VC 196/3-5 (20,6 kW)",1995.0,9701,/preisvergleich/Relocate/389705852.html?categoryId=18406&pos=1&price=1995.0&productid=1221509&sid=9701&type=offer, Vail­lant Gas-Brenn­wert Therme ecoTEC plus VC 206/5-5 E,18406,1221509
"Buderus Logamax plus GB172-14 (15,1 kW)",1365.0,9701,/preisvergleich/Relocate/467391812.html?categoryId=18406&pos=1&price=1365.0&productid=2467626&sid=9701&type=offer, ,18406,2467626
"Remeha Calenta 15 DS (15,8 kW)",2616.0,293350,/preisvergleich/Relocate/376068713.html?categoryId=18406&pos=4&price=2616.0&productid=2286153&sid=293350&type=offer, Remeha Spar­pa­ket Ca­len­ta 15 DS mit Spei­cher 130 Liter und Zu­be­hör 100019239,18406,2286153
Buderus Logamax plus GB172-14 T,2836.2,276812,/preisvergleich/Relocate/478136731.html?categoryId=18406&pos=3&price=2836.2&productid=2920589&sid=276812&type=offer," Lo­ga­max plus GB172-14 T120,G25 V2",18406,2920589
Viessmann Vitodens 222-W (19 kW),3027.46,9701,/preisvergleich/Relocate/440795262.html?categoryId=18406&pos=5&price=3027.46&productid=1983604&sid=9701&type=offer, ,18406,1983604
Viessmann Vitodens 200-W (19 kW),2120.0,289859,/preisvergleich/Relocate/481779794.html?categoryId=18406&pos=12&price=2120.0&productid=1064527&sid=289859&type=offer," Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 19 kW, VT100, HE Abgas Schacht - 6m, ohne, ohne Viess­mann",18406,1064527
Brötje EcoTherm Plus WGB 20 E,3240.0,9701,/preisvergleich/Relocate/566629546.html?categoryId=18406&pos=2&price=3240.0&productid=3167587&sid=9701&type=offer, ,18406,3167587
"Vaillant ecoTEC plus VC 196/3-5 (20,6 kW)",2599.0,12041,/preisvergleich/Relocate/572018174.html?categoryId=18406&pos=2&price=2599.0&productid=1221509&sid=12041&type=offer, ,18406,1221509
"Buderus Logamax plus GB172-14 (15,1 kW)",1365.0,9701,/preisvergleich/Relocate/467392289.html?categoryId=18406&pos=2&price=1365.0&productid=2467626&sid=9701&type=offer, ,18406,2467626
Buderus Logamax plus GB172-14 T,2836.2,276812,/preisvergleich/Relocate/478136742.html?categoryId=18406&pos=4&price=2836.2&productid=2920589&sid=276812&type=offer," Lo­ga­max plus GB172-14 T120,G20 V2",18406,2920589
Viessmann Vitodens 222-W (19 kW),3095.0,289859,/preisvergleich/Relocate/481822431.html?categoryId=18406&pos=6&price=3095.0&productid=1983604&sid=289859&type=offer," Viess­mann Vi­to­dens 222-W Kom­pakt-Brenn­wert­ther­me, 19 kW, VT100, HE Abgas Dach - schwarz, ohne Viess­mann",18406,1983604
Viessmann Vitodens 200-W (19 kW),2150.0,289859,/preisvergleich/Relocate/481815686.html?categoryId=18406&pos=13&price=2150.0&productid=1064527&sid=289859&type=offer," Viess­mann Vi­to­dens 200-W Gas-Brenn­wert­ther­me, 19 kW, VT200, HE ohne Ab­gas­pa­ket, ohne, ohne Viess­mann",18406,1064527
Buderus Logaplus-Paket W25 (GB172-24 K),2099.0,9701,/preisvergleich/Relocate/583777102.html?categoryId=18406&pos=1&price=2099.0&productid=4199353&sid=9701&type=offer, ,18406,4199353
"Vaillant ecoTEC plus VC 196/3-5 Erdgas E/H (20,6 kW)",1995.0,9701,/preisvergleich/Relocate/389705852.html?categoryId=18406&pos=1&price=1995.0&productid=3118825&sid=9701&type=offer, Vail­lant Gas-Brenn­wert Therme ecoTEC plus VC 206/5-5 E,18406,3118825
"Vaillant ecoTEC plus VC 196/3-5 (20,6 kW)",2925.0,12041,/preisvergleich/Relocate/582787611.html?categoryId=18406&pos=3&price=2925.0&productid=1221509&sid=12041&type=offer, ,18406,1221509
"Buderus Logamax plus GB172-14 (15,1 kW)",1578.57,276812,/preisvergleich/Relocate/497363207.html?categoryId=18406&pos=3&price=1578.57&productid=2467626&sid=276812&type=offer," Bu­de­rus Lo­ga­max plus GB172-14, G25",18406,2467626
Buderus Logamax plus GB172-14 T,2866.06,276812,/preisvergleich/Relocate/478136723.html?categoryId=18406&pos=5&price=2866.06&productid=2920589&sid=276812&type=offer," Lo­ga­max plus GB172-14 T150S,G25 V2",18406,2920589
Viessmann Vitodens 222-W (19 kW),3099.99,276812,/preisvergleich/Relocate/387842664.html?categoryId=18406&pos=7&price=3099.99&productid=1983604&sid=276812&type=offer," Viess­mann Vi­to­dens 222-W mit Vi­to­tro­nic 100 3,2 - 19,0 kW",18406,1983604
Viessmann Vitodens 200-W (19 kW),2155.9,288366,/preisvergleich/Relocate/306413042.html?categoryId=18406&pos=14&price=2155.9&productid=1064527&sid=288366&type=offer," Viess­mann Vi­to­dens 200-W Typ B2HA inkl. Vi­to­tro­nic 100 ""3,2 - 19 kW""",18406,1064527
Buderus Logaplus-Paket W25 (GB172-24 K),2099.0,9701,/preisvergleich/Relocate/583777897.html?categoryId=18406&pos=2&price=2099.0&productid=4199353&sid=9701&type=offer, ,18406,4199353
Remeha Tzerra 15 DS,1500.0,293350,/preisvergleich/Relocate/511024844.html?categoryId=18406&pos=1&price=1500.0&productid=3725813&sid=293350&type=offer, Remeha Tzerra 15 DS Gas­brenn­wert Wand­ge­rät ohne Zu­be­hör,18406,3725813
Viessmann Vitodens 222-F (26 kW),2853.0,288366,/preisvergleich/Relocate/454536626.html?categoryId=18406&pos=1&price=2853.0&productid=2106162&sid=288366&type=offer," Viess­mann Vi­to­dens 222-F Typ B2TA mit Vi­to­tro­nic 200 in­clu­si­ve An­schluss­set ""3,2 - 19 kW links­rechts""",18406,2106162
"Vaillant ecoTEC plus VC 196/3-5 Erdgas E/H (20,6 kW)",2599.0,12041,/preisvergleich/Relocate/572018174.html?categoryId=18406&pos=2&price=2599.0&productid=3118825&sid=12041&type=offer, ,18406,3118825
"Vaillant ecoTEC plus VC 196/3-5 (20,6 kW)",2925.0,12041,/preisvergleich/Relocate/582786665.html?categoryId=18406&pos=4&price=2925.0&productid=1221509&sid=12041&type=offer, ,18406,1221509
"Buderus Logamax plus GB172-14 (15,1 kW)",1578.57,276812,/preisvergleich/Relocate/497363169.html?categoryId=18406&pos=4&price=1578.57&productid=2467626&sid=276812&type=offer," Bu­de­rus Lo­ga­max plus GB172-14, EG-E",18406,2467626
Buderus Logamax plus GB172-14 T,2866.06,276812,/preisvergleich/Relocate/478136749.html?categoryId=18406&pos=6&price=2866.06&productid=2920589&sid=276812&type=offer," Lo­ga­max plus GB172-14 T150S, G20 V2",18406,2920589
Viessmann Vitodens 222-W (19 kW),3182.0,9701,/preisvergleich/Relocate/435722970.html?categoryId=18406&pos=8&price=3182.0&productid=1983604&sid=9701&type=offer, ,18406,1983604
Viessmann Vitodens 200-W (19 kW),2172.99,276812,/preisvergleich/Relocate/387843552.html?categoryId=18406&pos=15&price=2172.99&productid=1064527&sid=276812&type=offer," Viess­mann Vi­to­dens 200-W mit Vi­to­tro­nic 100 3,2 - 19,0 kW",18406,1064527
Vaillant ecoTEC exclusiv VC 146/4-7,1974.0,289859,/preisvergleich/Relocate/475958073.html?categoryId=18406&pos=1&price=1974.0&productid=2286143&sid=289859&type=offer," Vail­lant ecoTEC ex­clu­siv VC 146/4-7 Brenn­wert­ther­me ohne Re­ge­lung, ohne Ab­gas­pa­ket, ohne Vail­lant",18406,2286143
Buderus Logaplus-Paket W25 (GB172-24 K),2359.5,288366,/preisvergleich/Relocate/501217516.html?categoryId=18406&pos=3&price=2359.5&productid=4199353&sid=288366&type=offer," Bu­de­rus GB172-24 K Paket Brenn­wert-Kom­bither­me mit Lo­ga­ma­tic RC300 und Zu­be­hör ""E oder H""",18406,4199353
Remeha Tzerra 15 DS,1590.0,9701,/preisvergleich/Relocate/411741292.html?categoryId=18406&pos=2&price=1590.0&productid=3725813&sid=9701&type=offer, ,18406,3725813
Viessmann Vitodens 222-F (26 kW),2853.0,288366,/preisvergleich/Relocate/454536676.html?categoryId=18406&pos=2&price=2853.0&productid=2106162&sid=288366&type=offer," Viess­mann Vi­to­dens 222-F Typ B2TA mit Vi­to­tro­nic 200 in­clu­si­ve An­schluss­set ""3,2 - 19 kW oben""",18406,2106162
"Buderus Logamax plus GB172-14 (15,1 kW)",1600.61,12041,/preisvergleich/Relocate/569157398.html?categoryId=18406&pos=5&price=1600.61&productid=2467626&sid=12041&type=offer, ,18406,2467626
Buderus Logamax plus GB172-14 T,2918.3,276812,/preisvergleich/Relocate/478136713.html?categoryId=18406&pos=7&price=2918.3&productid=2920589&sid=276812&type=offer," Lo­ga­max plus GB172-14 T150,G25 V2",18406,2920589
Viessmann Vitodens 222-W (19 kW),3185.0,289859,/preisvergleich/Relocate/481794157.html?categoryId=18406&pos=9&price=3185.0&productid=1983604&sid=289859&type=offer," Viess­mann Vi­to­dens 222-W Brenn­wert­ther­me, 19 kW, B2LA010, VT 200, Zu­be­hör Ap Viess­mann",18406,1983604
Vaillant ecoTEC exclusiv VC 146/4-7,1983.0,289859,/preisvergleich/Relocate/475957862.html?categoryId=18406&pos=2&price=1983.0&productid=2286143&sid=289859&type=offer," Vail­lant ecoTEC ex­clu­siv VC 206/4-7 Brenn­wert­ther­me ohne Re­ge­lung, ohne Ab­gas­pa­ket, ohne Vail­lant",18406,2286143
Buderus Logaplus-Paket W25 (GB172-24 K),2359.5,288366,/preisvergleich/Relocate/501217148.html?categoryId=18406&pos=4&price=2359.5&productid=4199353&sid=288366&type=offer," Bu­de­rus GB172-24 K Paket Brenn­wert-Kom­bither­me mit Lo­ga­ma­tic RC300 und Zu­be­hör ""L oder LL""",18406,4199353
Remeha Tzerra 15 DS,1615.0,9701,/preisvergleich/Relocate/435737426.html?categoryId=18406&pos=3&price=1615.0&productid=3725813&sid=9701&type=offer, ,18406,3725813
Viessmann Vitodens 222-F (26 kW),2880.0,289859,/preisvergleich/Relocate/481808583.html?categoryId=18406&pos=3&price=2880.0&productid=2106162&sid=289859&type=offer," Viess­mann Vi­to­dens 222-F Kom­pakt-Brenn­wert­ther­me, 26 kW, VT100, HE ohne Ab­gas­pa­ket, ohne An­schluss-Set Viess­mann",18406,2106162
